[info] Migrando 26 tabelas com concorrência=4...
[progress] agencies iniciando
[progress] agencies 0% iniciando
[progress] cities 9% inserindo (549/5569)
[progress] oauth_access_tokens 6% inserindo (258/3909)
[progress] deadlines 43% inserindo (523/1207)
[progress] commerce_committee_taxes 58% inserindo (550/947)
[progress] cities 9% inserindo (550/5569)
[progress] oauth_access_tokens 6% inserindo (259/3909)
[progress] commerce_committee_taxes 58% inserindo (551/947)
[progress] deadlines 43% inserindo (524/1207)
[progress] cities 9% inserindo (551/5569)
[progress] deadlines 43% inserindo (525/1207)
[progress] commerce_committee_taxes 58% inserindo (552/947)
[progress] oauth_access_tokens 6% inserindo (260/3909)
[progress] cities 9% inserindo (552/5569)
[progress] deadlines 43% inserindo (526/1207)
[progress] commerce_committee_taxes 58% inserindo (553/947)
[progress] oauth_access_tokens 6% inserindo (261/3909)
[progress] cities 9% inserindo (553/5569)
[progress] deadlines 43% inserindo (527/1207)
[progress] deadlines 43% inserindo (528/1207)
[progress] cities 9% inserindo (554/5569)
[progress] oauth_access_tokens 6% inserindo (262/3909)
[progress] commerce_committee_taxes 58% inserindo (554/947)
[progress] deadlines 43% inserindo (529/1207)
[progress] oauth_access_tokens 6% inserindo (263/3909)
[progress] commerce_committee_taxes 58% inserindo (555/947)
[progress] cities 9% inserindo (555/5569)
[progress] oauth_access_tokens 6% inserindo (264/3909)
[progress] deadlines 43% inserindo (530/1207)
[progress] commerce_committee_taxes 58% inserindo (556/947)
[progress] cities 10% inserindo (556/5569)
[progress] oauth_access_tokens 6% inserindo (265/3909)
[progress] cities 10% inserindo (557/5569)
[progress] deadlines 44% inserindo (531/1207)
[progress] commerce_committee_taxes 58% inserindo (557/947)
[progress] oauth_access_tokens 6% inserindo (266/3909)
[progress] cities 10% inserindo (558/5569)
[progress] deadlines 44% inserindo (532/1207)
[progress] commerce_committee_taxes 59% inserindo (558/947)
[progress] oauth_access_tokens 6% inserindo (267/3909)
[progress] deadlines 44% inserindo (533/1207)
[progress] cities 10% inserindo (559/5569)
[progress] commerce_committee_taxes 59% inserindo (559/947)
[progress] cities 10% inserindo (560/5569)
[progress] deadlines 44% inserindo (534/1207)
[progress] oauth_access_tokens 6% inserindo (268/3909)
[progress] commerce_committee_taxes 59% inserindo (560/947)
[progress] cities 10% inserindo (561/5569)
[progress] deadlines 44% inserindo (535/1207)
[progress] oauth_access_tokens 6% inserindo (269/3909)
[progress] commerce_committee_taxes 59% inserindo (561/947)
[progress] deadlines 44% inserindo (536/1207)
[progress] cities 10% inserindo (562/5569)
[progress] commerce_committee_taxes 59% inserindo (562/947)
[progress] oauth_access_tokens 6% inserindo (270/3909)
[progress] deadlines 44% inserindo (537/1207)
[progress] cities 10% inserindo (563/5569)
[progress] commerce_committee_taxes 59% inserindo (563/947)
[progress] oauth_access_tokens 6% inserindo (271/3909)
[progress] deadlines 44% inserindo (538/1207)
[progress] cities 10% inserindo (564/5569)
[progress] commerce_committee_taxes 59% inserindo (564/947)
[progress] oauth_access_tokens 6% inserindo (272/3909)
[progress] deadlines 44% inserindo (539/1207)
[progress] cities 10% inserindo (565/5569)
[progress] oauth_access_tokens 7% inserindo (273/3909)
[progress] commerce_committee_taxes 59% inserindo (565/947)
[progress] deadlines 44% inserindo (540/1207)
[progress] cities 10% inserindo (566/5569)
[progress] oauth_access_tokens 7% inserindo (274/3909)
[progress] commerce_committee_taxes 59% inserindo (566/947)
[progress] deadlines 44% inserindo (541/1207)
[progress] cities 10% inserindo (567/5569)
[progress] commerce_committee_taxes 59% inserindo (567/947)
[progress] oauth_access_tokens 7% inserindo (275/3909)
[progress] deadlines 44% inserindo (542/1207)
[progress] cities 10% inserindo (568/5569)
[progress] commerce_committee_taxes 60% inserindo (568/947)
[progress] oauth_access_tokens 7% inserindo (276/3909)
[progress] deadlines 45% inserindo (543/1207)
[progress] cities 10% inserindo (569/5569)
[progress] oauth_access_tokens 7% inserindo (277/3909)
[progress] commerce_committee_taxes 60% inserindo (569/947)
[progress] cities 10% inserindo (570/5569)
[progress] commerce_committee_taxes 60% inserindo (570/947)
[progress] oauth_access_tokens 7% inserindo (278/3909)
[progress] deadlines 45% inserindo (544/1207)
[progress] cities 10% inserindo (571/5569)
[progress] commerce_committee_taxes 60% inserindo (571/947)
[progress] oauth_access_tokens 7% inserindo (279/3909)
[progress] deadlines 45% inserindo (545/1207)
[progress] cities 10% inserindo (572/5569)
[progress] commerce_committee_taxes 60% inserindo (572/947)
[progress] deadlines 45% inserindo (546/1207)
[progress] oauth_access_tokens 7% inserindo (280/3909)
[progress] deadlines 45% inserindo (547/1207)
[progress] commerce_committee_taxes 60% inserindo (573/947)
[progress] oauth_access_tokens 7% inserindo (281/3909)
[progress] cities 10% inserindo (573/5569)
[progress] cities 10% inserindo (574/5569)
[progress] oauth_access_tokens 7% inserindo (282/3909)
[progress] deadlines 45% inserindo (548/1207)
[progress] commerce_committee_taxes 60% inserindo (574/947)
[progress] cities 10% inserindo (575/5569)
[progress] oauth_access_tokens 7% inserindo (283/3909)
[progress] deadlines 45% inserindo (549/1207)
[progress] commerce_committee_taxes 60% inserindo (575/947)
[progress] cities 10% inserindo (576/5569)
[progress] oauth_access_tokens 7% inserindo (284/3909)
[progress] deadlines 45% inserindo (550/1207)
[progress] commerce_committee_taxes 60% inserindo (576/947)
[progress] cities 10% inserindo (577/5569)
[progress] deadlines 45% inserindo (551/1207)
[progress] commerce_committee_taxes 61% inserindo (577/947)
[progress] oauth_access_tokens 7% inserindo (285/3909)
[progress] deadlines 45% inserindo (552/1207)
[progress] commerce_committee_taxes 61% inserindo (578/947)
[progress] cities 10% inserindo (578/5569)
[progress] oauth_access_tokens 7% inserindo (286/3909)
[progress] cities 10% inserindo (579/5569)
[progress] oauth_access_tokens 7% inserindo (287/3909)
[progress] commerce_committee_taxes 61% inserindo (579/947)
[progress] deadlines 45% inserindo (553/1207)
[progress] cities 10% inserindo (580/5569)
[progress] commerce_committee_taxes 61% inserindo (580/947)
[progress] deadlines 45% inserindo (554/1207)
[progress] oauth_access_tokens 7% inserindo (288/3909)
[progress] cities 10% inserindo (581/5569)
[progress] commerce_committee_taxes 61% inserindo (581/947)
[progress] deadlines 46% inserindo (555/1207)
[progress] oauth_access_tokens 7% inserindo (289/3909)
[progress] cities 10% inserindo (582/5569)
[progress] commerce_committee_taxes 61% inserindo (582/947)
[progress] oauth_access_tokens 7% inserindo (290/3909)
[progress] deadlines 46% inserindo (556/1207)
[progress] cities 10% inserindo (583/5569)
[progress] commerce_committee_taxes 61% inserindo (583/947)
[progress] deadlines 46% inserindo (557/1207)
[progress] oauth_access_tokens 7% inserindo (291/3909)
[progress] cities 10% inserindo (584/5569)
[progress] commerce_committee_taxes 61% inserindo (584/947)
[progress] deadlines 46% inserindo (558/1207)
[progress] oauth_access_tokens 7% inserindo (292/3909)
[progress] cities 10% inserindo (585/5569)
[progress] deadlines 46% inserindo (559/1207)
[progress] commerce_committee_taxes 61% inserindo (585/947)
[progress] oauth_access_tokens 7% inserindo (293/3909)
[progress] cities 10% inserindo (586/5569)
[progress] deadlines 46% inserindo (560/1207)
[progress] oauth_access_tokens 7% inserindo (294/3909)
[progress] commerce_committee_taxes 61% inserindo (586/947)
[progress] cities 10% inserindo (587/5569)
[progress] deadlines 46% inserindo (561/1207)
[progress] oauth_access_tokens 7% inserindo (295/3909)
[progress] commerce_committee_taxes 62% inserindo (587/947)
[progress] deadlines 46% inserindo (562/1207)
[progress] commerce_committee_taxes 62% inserindo (588/947)
[progress] oauth_access_tokens 7% inserindo (296/3909)
[progress] cities 10% inserindo (588/5569)
[progress] cities 10% inserindo (589/5569)
[progress] commerce_committee_taxes 62% inserindo (589/947)
[progress] oauth_access_tokens 7% inserindo (297/3909)
[progress] deadlines 46% inserindo (563/1207)
[progress] cities 10% inserindo (590/5569)
[progress] oauth_access_tokens 7% inserindo (298/3909)
[progress] commerce_committee_taxes 62% inserindo (590/947)
[progress] deadlines 46% inserindo (564/1207)
[progress] oauth_access_tokens 7% inserindo (299/3909)
[progress] cities 10% inserindo (591/5569)
[progress] commerce_committee_taxes 62% inserindo (591/947)
[progress] deadlines 46% inserindo (565/1207)
[progress] oauth_access_tokens 7% inserindo (300/3909)
[progress] commerce_committee_taxes 62% inserindo (592/947)
[progress] deadlines 46% inserindo (566/1207)
[progress] cities 10% inserindo (592/5569)
[progress] oauth_access_tokens 7% inserindo (301/3909)
[progress] commerce_committee_taxes 62% inserindo (593/947)
[progress] cities 10% inserindo (593/5569)
[progress] deadlines 47% inserindo (567/1207)
[progress] oauth_access_tokens 7% inserindo (302/3909)
[progress] cities 10% inserindo (594/5569)
[progress] deadlines 47% inserindo (568/1207)
[progress] commerce_committee_taxes 62% inserindo (594/947)
[progress] cities 10% inserindo (595/5569)
[progress] oauth_access_tokens 7% inserindo (303/3909)
[progress] deadlines 47% inserindo (569/1207)
[progress] commerce_committee_taxes 62% inserindo (595/947)
[progress] oauth_access_tokens 7% inserindo (304/3909)
[progress] cities 10% inserindo (596/5569)
[progress] commerce_committee_taxes 63% inserindo (596/947)
[progress] deadlines 47% inserindo (570/1207)
[progress] oauth_access_tokens 7% inserindo (305/3909)
[progress] cities 10% inserindo (597/5569)
[progress] commerce_committee_taxes 63% inserindo (597/947)
[progress] deadlines 47% inserindo (571/1207)
[progress] oauth_access_tokens 7% inserindo (306/3909)
[progress] cities 10% inserindo (598/5569)
[progress] deadlines 47% inserindo (572/1207)
[progress] commerce_committee_taxes 63% inserindo (598/947)
[progress] oauth_access_tokens 7% inserindo (307/3909)
[progress] cities 10% inserindo (599/5569)
[progress] commerce_committee_taxes 63% inserindo (599/947)
[progress] deadlines 47% inserindo (573/1207)
[progress] deadlines 47% inserindo (574/1207)
[progress] cities 10% inserindo (600/5569)
[progress] oauth_access_tokens 7% inserindo (308/3909)
[progress] commerce_committee_taxes 63% inserindo (600/947)
[progress] deadlines 47% inserindo (575/1207)
[progress] cities 10% inserindo (601/5569)
[progress] oauth_access_tokens 7% inserindo (309/3909)
[progress] commerce_committee_taxes 63% inserindo (601/947)
[progress] deadlines 47% inserindo (576/1207)
[progress] cities 10% inserindo (602/5569)
[progress] oauth_access_tokens 7% inserindo (310/3909)
[progress] commerce_committee_taxes 63% inserindo (602/947)
[progress] deadlines 47% inserindo (577/1207)
[progress] oauth_access_tokens 7% inserindo (311/3909)
[progress] cities 10% inserindo (603/5569)
[progress] commerce_committee_taxes 63% inserindo (603/947)
[progress] deadlines 47% inserindo (578/1207)
[progress] cities 10% inserindo (604/5569)
[progress] oauth_access_tokens 8% inserindo (312/3909)
[progress] commerce_committee_taxes 63% inserindo (604/947)
[progress] deadlines 48% inserindo (579/1207)
[progress] cities 10% inserindo (605/5569)
[progress] oauth_access_tokens 8% inserindo (313/3909)
[progress] commerce_committee_taxes 63% inserindo (605/947)
[progress] cities 10% inserindo (606/5569)
[progress] deadlines 48% inserindo (580/1207)
[progress] oauth_access_tokens 8% inserindo (314/3909)
[progress] commerce_committee_taxes 64% inserindo (606/947)
[progress] cities 10% inserindo (607/5569)
[progress] oauth_access_tokens 8% inserindo (315/3909)
[progress] deadlines 48% inserindo (581/1207)
[progress] commerce_committee_taxes 64% inserindo (607/947)
[progress] cities 10% inserindo (608/5569)
[progress] oauth_access_tokens 8% inserindo (316/3909)
[progress] deadlines 48% inserindo (582/1207)
[progress] commerce_committee_taxes 64% inserindo (608/947)
[progress] oauth_access_tokens 8% inserindo (317/3909)
[progress] deadlines 48% inserindo (583/1207)
[progress] commerce_committee_taxes 64% inserindo (609/947)
[progress] cities 10% inserindo (609/5569)
[progress] oauth_access_tokens 8% inserindo (318/3909)
[progress] cities 10% inserindo (610/5569)
[progress] commerce_committee_taxes 64% inserindo (610/947)
[progress] deadlines 48% inserindo (584/1207)
[progress] oauth_access_tokens 8% inserindo (319/3909)
[progress] cities 10% inserindo (611/5569)
[progress] commerce_committee_taxes 64% inserindo (611/947)
[progress] deadlines 48% inserindo (585/1207)
[progress] oauth_access_tokens 8% inserindo (320/3909)
[progress] cities 11% inserindo (612/5569)
[progress] commerce_committee_taxes 64% inserindo (612/947)
[progress] deadlines 48% inserindo (586/1207)
[progress] oauth_access_tokens 8% inserindo (321/3909)
[progress] cities 11% inserindo (613/5569)
[progress] commerce_committee_taxes 64% inserindo (613/947)
[progress] deadlines 48% inserindo (587/1207)
[progress] oauth_access_tokens 8% inserindo (322/3909)
[progress] cities 11% inserindo (614/5569)
[progress] commerce_committee_taxes 64% inserindo (614/947)
[progress] deadlines 48% inserindo (588/1207)
[progress] oauth_access_tokens 8% inserindo (323/3909)
[progress] cities 11% inserindo (615/5569)
[progress] commerce_committee_taxes 65% inserindo (615/947)
[progress] deadlines 48% inserindo (589/1207)
[progress] oauth_access_tokens 8% inserindo (324/3909)
[progress] cities 11% inserindo (616/5569)
[progress] commerce_committee_taxes 65% inserindo (616/947)
[progress] deadlines 48% inserindo (590/1207)
[progress] oauth_access_tokens 8% inserindo (325/3909)
[progress] cities 11% inserindo (617/5569)
[progress] commerce_committee_taxes 65% inserindo (617/947)
[progress] deadlines 49% inserindo (591/1207)
[progress] oauth_access_tokens 8% inserindo (326/3909)
[progress] cities 11% inserindo (618/5569)
[progress] commerce_committee_taxes 65% inserindo (618/947)
[progress] deadlines 49% inserindo (592/1207)
[progress] oauth_access_tokens 8% inserindo (327/3909)
[progress] cities 11% inserindo (619/5569)
[progress] commerce_committee_taxes 65% inserindo (619/947)
[progress] deadlines 49% inserindo (593/1207)
[progress] oauth_access_tokens 8% inserindo (328/3909)
[progress] cities 11% inserindo (620/5569)
[progress] commerce_committee_taxes 65% inserindo (620/947)
[progress] deadlines 49% inserindo (594/1207)
[progress] oauth_access_tokens 8% inserindo (329/3909)
[progress] cities 11% inserindo (621/5569)
[progress] commerce_committee_taxes 65% inserindo (621/947)
[progress] deadlines 49% inserindo (595/1207)
[progress] oauth_access_tokens 8% inserindo (330/3909)
[progress] cities 11% inserindo (622/5569)
[progress] commerce_committee_taxes 65% inserindo (622/947)
[progress] deadlines 49% inserindo (596/1207)
[progress] oauth_access_tokens 8% inserindo (331/3909)
[progress] cities 11% inserindo (623/5569)
[progress] commerce_committee_taxes 65% inserindo (623/947)
[progress] deadlines 49% inserindo (597/1207)
[progress] oauth_access_tokens 8% inserindo (332/3909)
[progress] cities 11% inserindo (624/5569)
[progress] deadlines 49% inserindo (598/1207)
[progress] commerce_committee_taxes 65% inserindo (624/947)
[progress] oauth_access_tokens 8% inserindo (333/3909)
[progress] cities 11% inserindo (625/5569)
[progress] deadlines 49% inserindo (599/1207)
